protid,PC_Run,Entry.Name,Organism,Taxonomic.lineage,Lineage
E3K1A3,New,E3K1A3_PUCGT,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Pucciniaceae (family), Puccinia (genus), Puccinia graminis (species), Puccinia graminis f. sp. tritici (no rank)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Pucciniomycetes', 'Pucciniales', 'Pucciniaceae', 'Puccinia', 'Puccinia graminis', 'Puccinia graminis f. sp. tritici']"
E5ADV7,New,E5ADV7_LEPMJ,Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Leptosphaeriaceae (family), Plenodomus (genus), Plenodomus lingam/Leptosphaeria maculans species complex (no rank), Leptosphaeria maculans (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Pleosporomycetidae', 'Pleosporales', 'Pleosporineae', 'Leptosphaeriaceae', 'Plenodomus', 'Plenodomus lingam/Leptosphaeria maculans species complex', 'Leptosphaeria maculans']"
E5R2Y8,New,E5R2Y8_ARTGP,Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) (Microsporum gypseum),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Onygenales (order), Arthrodermataceae (family), Nannizzia (genus), Arthroderma gypseum (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Onygenales', 'Arthrodermataceae', 'Nannizzia', 'Arthroderma gypseum']"
E6R025,New,E6R025_CRYGW,Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071) (Filobasidiella gattii) (Cryptococcus bacillisporus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Cryptococcus (genus), Cryptococcus gattii species complex (no rank), Cryptococcus gattii VGI (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Tremellomycetes', 'Tremellales', 'Cryptococcaceae', 'Cryptococcus', 'Cryptococcus gattii species complex', 'Cryptococcus gattii VGI']"
F0WRQ9,New,F0WRQ9_9STRA,Albugo laibachii Nc14,"cellular organisms (no rank), Eukaryota (superkingdom), Sar (no rank), Stramenopiles (no rank), Oomycota (phylum), Albuginales (order), Albuginaceae (family), Albugo (genus), Albugo laibachii (species)","['cellular organisms', 'Eukaryota', 'Sar', 'Stramenopiles', 'Oomycota', 'Albuginales', 'Albuginaceae', 'Albugo', 'Albugo laibachii']"
F4NW25,New,F4NW25_BATDJ,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Rhizophydiales (order), Rhizophydiales incertae sedis (no rank), Batrachochytrium (genus), Batrachochytrium dendrobatidis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Fungi incertae sedis', 'Chytridiomycota', 'Chytridiomycota incertae sedis', 'Chytridiomycetes', 'Rhizophydiales', 'Rhizophydiales incertae sedis', 'Batrachochytrium', 'Batrachochytrium dendrobatidis']"
F4REH5,New,F4REH5_MELLP,Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Pucciniomycetes (class), Pucciniales (order), Melampsoraceae (family), Melampsora (genus), Melampsora laricis-populina (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Pucciniomycetes', 'Pucciniales', 'Melampsoraceae', 'Melampsora', 'Melampsora laricis-populina']"
F8NDU3,New,F8NDU3_SERL9,Serpula lacrymans var. lacrymans (strain S7.9) (Dry rot fungus),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Boletales (order), Coniophorineae (suborder), Serpulaceae (family), Serpula (genus), Serpula lacrymans (species), Serpula lacrymans var. lacrymans (varietas)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetidae', 'Boletales', 'Coniophorineae', 'Serpulaceae', 'Serpula', 'Serpula lacrymans', 'Serpula lacrymans var. lacrymans']"
F9WW78,New,F9WW78_ZYMTI,Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Mycosphaerellaceae (family), Zymoseptoria (genus), Zymoseptoria tritici (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Mycosphaerellales', 'Mycosphaerellaceae', 'Zymoseptoria', 'Zymoseptoria tritici']"
G1XP43,New,G1XP43_ARTOA,Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), Orbiliomycetes (class), Orbiliales (order), Orbiliaceae (family), Orbilia (genus), Orbilia oligospora (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'Orbiliomycetes', 'Orbiliales', 'Orbiliaceae', 'Orbilia', 'Orbilia oligospora']"
G8Y7R5,New,G8Y7R5_PICSO,Pichia sorbitophila (strain ATCC MYA-4447 / BCRC 22081 / CBS 7064 / NBRC 10061 / NRRL Y-12695) (Hybrid yeast),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), CUG-Ser1 clade (no rank), Debaryomycetaceae (family), Millerozyma (genus), Millerozyma farinosa (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Saccharomycotina', 'Saccharomycetes', 'Saccharomycetales', 'CUG-Ser1 clade', 'Debaryomycetaceae', 'Millerozyma', 'Millerozyma farinosa']"
H6C2R9,New,H6C2R9_EXODN,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Chaetothyriomycetidae (subclass), Chaetothyriales (order), Herpotrichiellaceae (family), Exophiala (genus), Exophiala dermatitidis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Chaetothyriomycetidae', 'Chaetothyriales', 'Herpotrichiellaceae', 'Exophiala', 'Exophiala dermatitidis']"
I1BP13,New,I1BP13_RHIO9,Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Fungi incertae sedis (no rank), Mucoromycota (phylum), Mucoromycotina (subphylum), Mucoromycetes (class), Mucorales (order), Mucorineae (suborder), Rhizopodaceae (family), Rhizopus (genus), Rhizopus delemar (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Fungi incertae sedis', 'Mucoromycota', 'Mucoromycotina', 'Mucoromycetes', 'Mucorales', 'Mucorineae', 'Rhizopodaceae', 'Rhizopus', 'Rhizopus delemar']"
I4Y5Y2,New,I4Y5Y2_WALMC,Wallemia mellicola (strain ATCC MYA-4683 / CBS 633.66) (Wallemia sebi (CBS 633.66)),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Wallemiomycotina (subphylum), Wallemiomycetes (class), Wallemiales (order), Wallemiaceae (family), Wallemia (genus), Wallemia mellicola (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Wallemiomycotina', 'Wallemiomycetes', 'Wallemiales', 'Wallemiaceae', 'Wallemia', 'Wallemia mellicola']"
J4HWB6,New,J4HWB6_9APHY,Fibroporia radiculosa,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Fibroporiaceae (family), Fibroporia (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetes incertae sedis', 'Polyporales', 'Fibroporiaceae', 'Fibroporia']"
J9VDB8,New,J9VDB8_CRYNH,Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Filobasidiella neoformans var. grubii),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Cryptococcus (genus), Cryptococcus neoformans species complex (no rank), Cryptococcus neoformans (species), Cryptococcus neoformans var. grubii (varietas)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Tremellomycetes', 'Tremellales', 'Cryptococcaceae', 'Cryptococcus', 'Cryptococcus neoformans species complex', 'Cryptococcus neoformans', 'Cryptococcus neoformans var. grubii']"
K5WP81,New,K5WP81_PHACS,Phanerochaete carnosa (strain HHB-10118-sp) (White-rot fungus) (Peniophora carnosa),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Phanerochaetaceae (family), Phanerochaete (genus), Phanerochaete carnosa (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Agaricomycetes', 'Agaricomycetes incertae sedis', 'Polyporales', 'Phanerochaetaceae', 'Phanerochaete', 'Phanerochaete carnosa']"
K9GI51,New,K9GI51_PEND1,Penicillium digitatum (strain Pd1 / CECT 20795) (Green mold),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Penicillium (genus), Penicillium digitatum (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Penicillium', 'Penicillium digitatum']"
M2N0J1,New,M2N0J1_BAUPA,Baudoinia panamericana (strain UAMH 10762) (Angels' share fungus) (Baudoinia compniacensis (strain UAMH 10762)),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Teratosphaeriaceae (family), Baudoinia (genus), Baudoinia panamericana (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Mycosphaerellales', 'Teratosphaeriaceae', 'Baudoinia', 'Baudoinia panamericana']"
M2T6T0,New,M2T6T0_COCSN,Cochliobolus sativus (strain ND90Pr / ATCC 201652) (Common root rot and spot blotch fungus) (Bipolaris sorokiniana),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Pleosporaceae (family), Bipolaris (genus), Cochliobolus sativus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Pleosporomycetidae', 'Pleosporales', 'Pleosporineae', 'Pleosporaceae', 'Bipolaris', 'Cochliobolus sativus']"
M3B148,New,M3B148_PSEFD,Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Mycosphaerellaceae (family), Pseudocercospora (genus), Pseudocercospora fijiensis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Mycosphaerellales', 'Mycosphaerellaceae', 'Pseudocercospora', 'Pseudocercospora fijiensis']"
M3C1S2,New,M3C1S2_SPHMS,Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Dothideomycetidae (subclass), Mycosphaerellales (order), Mycosphaerellaceae (family), Sphaerulina (genus), Sphaerulina musiva (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Dothideomycetidae', 'Mycosphaerellales', 'Mycosphaerellaceae', 'Sphaerulina', 'Sphaerulina musiva']"
M5EAS4,New,M5EAS4_MALS4,Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Ustilaginomycotina (subphylum), Malasseziomycetes (class), Malasseziales (order), Malasseziaceae (family), Malassezia (genus), Malassezia sympodialis (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Ustilaginomycotina', 'Malasseziomycetes', 'Malasseziales', 'Malasseziaceae', 'Malassezia', 'Malassezia sympodialis']"
M7P733,New,M7P733_PNEMU,Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Pneumocystidomycetes (class), Pneumocystidales (order), Pneumocystidaceae (family), Pneumocystis (genus), Pneumocystis murina (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'Taphrinomycotina', 'Pneumocystidomycetes', 'Pneumocystidales', 'Pneumocystidaceae', 'Pneumocystis', 'Pneumocystis murina']"
M7WVP2,New,M7WVP2_RHOT1,Rhodosporidium toruloides (strain NP11) (Yeast) (Rhodotorula gracilis),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Pucciniomycotina (subphylum), Microbotryomycetes (class), Sporidiobolales (order), Sporidiobolaceae (family), Rhodotorula (genus), Rhodosporidium toruloides (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Pucciniomycotina', 'Microbotryomycetes', 'Sporidiobolales', 'Sporidiobolaceae', 'Rhodotorula', 'Rhodosporidium toruloides']"
N4XIG5,New,N4XIG5_COCH4,Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T) (Southern corn leaf blight fungus) (Bipolaris maydis),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), dothideomyceta (no rank), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Pleosporineae (suborder), Pleosporaceae (family), Bipolaris (genus), Cochliobolus heterostrophus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'dothideomyceta', 'Dothideomycetes', 'Pleosporomycetidae', 'Pleosporales', 'Pleosporineae', 'Pleosporaceae', 'Bipolaris', 'Cochliobolus heterostrophus']"
P42023,New,ACTZ_PNECA,Pneumocystis carinii,"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Pneumocystidomycetes (class), Pneumocystidales (order), Pneumocystidaceae (family), Pneumocystis (genus)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'Taphrinomycotina', 'Pneumocystidomycetes', 'Pneumocystidales', 'Pneumocystidaceae', 'Pneumocystis']"
Q0CSW2,New,Q0CSW2_ASPTN,Aspergillus terreus (strain NIH 2624 / FGSC A1156),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Circumdati (subgenus), Aspergillus terreus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Circumdati', 'Aspergillus terreus']"
Q2UUP3,New,Q2UUP3_ASPOR,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Circumdati (subgenus), Aspergillus oryzae (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Circumdati', 'Aspergillus oryzae']"
Q38F11,New,Q38F11_TRYB2,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),"cellular organisms (no rank), Eukaryota (superkingdom), Discoba (no rank), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Trypanosoma (genus), Trypanozoon (subgenus), Trypanosoma brucei (species), Trypanosoma brucei brucei (subspecies)","['cellular organisms', 'Eukaryota', 'Discoba', 'Euglenozoa', 'Kinetoplastea', 'Metakinetoplastina', 'Trypanosomatida', 'Trypanosomatidae', 'Trypanosoma', 'Trypanozoon', 'Trypanosoma brucei', 'Trypanosoma brucei brucei']"
Q4D083,New,Q4D083_TRYCC,Trypanosoma cruzi (strain CL Brener),"cellular organisms (no rank), Eukaryota (superkingdom), Discoba (no rank), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Trypanosoma (genus), Schizotrypanum (subgenus), Trypanosoma cruzi (species)","['cellular organisms', 'Eukaryota', 'Discoba', 'Euglenozoa', 'Kinetoplastea', 'Metakinetoplastina', 'Trypanosomatida', 'Trypanosomatidae', 'Trypanosoma', 'Schizotrypanum', 'Trypanosoma cruzi']"
Q4E0W5,New,Q4E0W5_TRYCC,Trypanosoma cruzi (strain CL Brener),"cellular organisms (no rank), Eukaryota (superkingdom), Discoba (no rank), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Trypanosoma (genus), Schizotrypanum (subgenus), Trypanosoma cruzi (species)","['cellular organisms', 'Eukaryota', 'Discoba', 'Euglenozoa', 'Kinetoplastea', 'Metakinetoplastina', 'Trypanosomatida', 'Trypanosomatidae', 'Trypanosoma', 'Schizotrypanum', 'Trypanosoma cruzi']"
Q4WQN0,New,Q4WQN0_ASPFU,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Fumigati (subgenus), Aspergillus fumigatus (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Fumigati', 'Aspergillus fumigatus']"
Q560W3,New,Q560W3_CRYNB,Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Tremellomycetes (class), Tremellales (order), Cryptococcaceae (family), Cryptococcus (genus), Cryptococcus neoformans species complex (no rank), Cryptococcus neoformans (species), Cryptococcus neoformans var. neoformans (varietas)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Basidiomycota', 'Agaricomycotina', 'Tremellomycetes', 'Tremellales', 'Cryptococcaceae', 'Cryptococcus', 'Cryptococcus neoformans species complex', 'Cryptococcus neoformans', 'Cryptococcus neoformans var. neoformans']"
Q59QT2,New,Q59QT2_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), CUG-Ser1 clade (no rank), Debaryomycetaceae (family), Candida/Lodderomyces clade (no rank), Candida (genus), Candida albicans (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Saccharomycotina', 'Saccharomycetes', 'Saccharomycetales', 'CUG-Ser1 clade', 'Debaryomycetaceae', 'Candida/Lodderomyces clade', 'Candida', 'Candida albicans']"
Q5BBX7,New,Q5BBX7_EMENI,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),"cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (no rank), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (no rank), Pezizomycotina (subphylum), leotiomyceta (no rank), Eurotiomycetes (class), Eurotiomycetidae (subclass), Eurotiales (order), Aspergillaceae (family), Aspergillus (genus), Aspergillus subgen. Nidulantes (subgenus), Emericella nidulans (species)","['cellular organisms', 'Eukaryota', 'Opisthokonta', 'Fungi', 'Dikarya', 'Ascomycota', 'saccharomyceta', 'Pezizomycotina', 'leotiomyceta', 'Eurotiomycetes', 'Eurotiomycetidae', 'Eurotiales', 'Aspergillaceae', 'Aspergillus', 'Aspergillus subgen. Nidulantes', 'Emericella nidulans']"
