"","obj_id","species","speciesMatched","uuid","ifungorum_number","acid_phosphatase","acidPhosphatase_count","alpha_glucosidase","alphaGlucosidase15_count","alphaGlucosidase31_count","alphaMannanase76_count","aminoAcidPermease_count","ammoniumTransporter_count","amylase88_count","ascoma_development","ascoma_type","ascus_dehiscence","auxinResponsivePromoter_count","beta_glucosidase","beta_glucuronidase","beta_xylosidase","betaGlucanSynthase_count","betaGlucosidase1_count","betaXylosidase43_count","blueChannel_mean","blueChannel_sd","cellobiohydrolase","cellobiohydrolase6_count","cellobiohydrolase7_count","chitinase_count","chitosanase8_count","Cohens_d_Cellulose","Cohens_d_Glucose","Cohens_d_Lignin","Cohens_d_Tannin","Cohens_d_Xylan","coldShockProtein_count","colour_mean","confidence_fg","crystalineCellulaseAA9_count","culture_media","culture_notes","dsDNA","elevation","em_expl","em_text","endoglucanase12_count","endoglucanase9_count","extension_rate","fruiting_body_size","fungalLigninPeroxidase_count","Genus","glucosidase81_count","glycopeptidase85_count","glycoproteinSynthesis92_count","greenChannel_mean","greenChannel_sd","growth_form_fg","guild_fg","heatShockProtein_count","higher_clade","invertase32_count","latitude","leucine_aminopeptidase","longitude","map","mat","melanin_content","melanin_count","n_acetyl_glucosaminidase","nitrateTransporter_count","notes_fg","peroxidase","phenol_oxidase","phosphateTransporter_count","redChannel_mean","redChannel_sd","RNAHelicase_count","RNApolymerase_count","source_funguild_fg","spore_length","spore_size","spore_width","sporocarp_chitin","sporocarp_N","sporocarp_protein","sporocarp_resp","sterol_type","studyName","substrate","taxonomic_level_fg","tissue_c","tissue_cn","tissue_cp","tissue_n","tissue_np","tissue_p","total_genes","trait_fg","trehalase_count","trophic_mode_fg"
"4276","Treseder_etal_2016_2442","OTUkt4582","OTUkt4582 sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTUkt4582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4277","Treseder_etal_2016_2443","Trechispora_sp_2_MPM_2013","Trechispora sp 2 MPM 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.894427190999916,0.402035848020833,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trechispora",NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4278","Treseder_etal_2016_2450","Tremella_sp_BEA_2010","Tremella sp BEA 2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,1.46059348668044,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tremella",NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4279","Treseder_etal_2016_2453","Trichoderma_sp_TAMA_156","Tuber separans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,0,0,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tuber",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4280","Treseder_etal_2016_2455","Trichoderma_spirale","Trichoderma spirale","df8006b8-8957-45cc-b178-9ab45d5f6a4b",359087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,0,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trichoderma",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4281","Treseder_etal_2016_2458","Trichoderma_viride","Trichoderma viride","1cb1a824-36b9-11d5-9548-00d0592d548c",181950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46059348668044,-0.402035848020833,-0.402035848020833,-0.402035848020833,0,NA,NA,"Probable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trichoderma",NA,NA,NA,NA,NA,"NULL","Animal Pathogen",NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Likely opportunistic human pathogen (Irinyi et al. 2015)",NA,NA,NA,NA,NA,NA,NA,"Irinyi L, et al. 2015. Medical Mycology 53:313-337",NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,20,NA,NA,NA,NA,NA,NA,NA,"NULL",NA,"Pathotroph"
"4282","Treseder_etal_2016_2460","Tricholoma_arvernense","Tricholoma arvernense","2566adcb-b46d-4576-91e3-2f2f94dedad6",324911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,0.894427190999916,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tricholoma",NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4283","Treseder_etal_2016_2465","Trichosporon_gamsii","Apiotrichum gamsii","a9647346-4643-433d-b7d9-094f786f7dc6",813413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apiotrichum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4284","Treseder_etal_2016_2468","Tricladium_splendens","Tricladium splendens","1cb1b9d3-36b9-11d5-9548-00d0592d548c",291606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tricladium",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4285","Treseder_etal_2016_2473","Umbelopsis_angularis","Umbelopsis angularis","df39818c-85b3-4bb1-a23d-296af8bf9b00",489519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402035848020833,-0.894427190999916,-0.894427190999916,0,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umbelopsis",NA,NA,NA,NA,NA,NA,NA,NA,"Zygomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4286","Treseder_etal_2016_2474","Umbelopsis_ramanniana_var_angulispora","Umbelopsis ramanniana var angulispora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,0,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umbelopsis",NA,NA,NA,NA,NA,NA,NA,NA,"Zygomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4287","Treseder_etal_2016_2476","Umbelopsis_vinacea","Umbelopsis vinacea","2087fa9c-97f2-475a-bac8-a8b0e708e4bd",115505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.402035848020833,-0.402035848020833,-1.46059348668044,0,-0.402035848020833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Umbelopsis",NA,NA,NA,NA,NA,NA,NA,NA,"Zygomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4288","Treseder_etal_2016_2483","OTUkt0561","Cryptococcus amylolyticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,0,0.402035848020833,0,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cryptococcus",NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4289","Treseder_etal_2016_2484","OTUkt0562","Cryptococcus heimaeyensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,0.402035848020833,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cryptococcus",NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4290","Treseder_etal_2016_2485","Volutella_sp_MSX_58801","Volutella sp MSX 58801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.804071696041665,-0.804071696041665,0,-0.365148371670111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Volutella",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4291","Treseder_etal_2016_2486","Volutella_sp_MSX_58801","Volutella sp MSX 58801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,0,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Volutella",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4292","Treseder_etal_2016_2488","Vulpicida_pinastri","Vulpicida pinastri","90b59a7f-8c18-4895-84a1-4b7d59239f2a",359343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,0,-0.894427190999916,-0.894427190999916,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulpicida",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4293","Treseder_etal_2016_2489","Vulpicida_pinastri","Vulpicida pinastri","90b59a7f-8c18-4895-84a1-4b7d59239f2a",359343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulpicida",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4294","Treseder_etal_2016_2492","Wilcoxina_rehmii","Wilcoxina rehmii","fbaaaabd-82f1-4e19-8bba-58119ee29a85",104862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402035848020833,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wilcoxina",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4295","Treseder_etal_2016_2494","OTUkt4378","OTUkt4378 sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.894427190999916,0,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTUkt4378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4296","Treseder_etal_2016_2495","OTUkt4379","OTUkt4379 sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTUkt4379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4297","Treseder_etal_2016_2499","OTUkt1438","Hygrocybe persistens konradii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46059348668044,-1.46059348668044,-2.19089023002066,-2.19089023002066,-2.19089023002066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hygrocybe",NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4298","Treseder_etal_2016_2502","OTUkt2355","Dermea padi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.402035848020833,-0.402035848020833,-0.804071696041666,-0.402035848020833,-0.402035848020833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dermea",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4299","Treseder_etal_2016_2503","Xenopolyscytalum_sp_CCF_4157","Xenopolyscytalum sp CCF 4157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.804071696041666,-3.57770876399966,-0.804071696041666,-0.804071696041666,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopolyscytalum",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4300","Treseder_etal_2016_2504","Xenopolyscytalum_sp_CCF_4157","Xenopolyscytalum sp CCF 4157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,0,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopolyscytalum",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4301","Treseder_etal_2016_2505","Xenopolyscytalum_sp_CCF_4157","Xenopolyscytalum sp CCF 4157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopolyscytalum",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4302","Treseder_etal_2016_2507","Xenopolyscytalum_sp_CCF_4157","Xenopolyscytalum sp CCF 4157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopolyscytalum",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4303","Treseder_etal_2016_2508","Xenopolyscytalum_sp_CCF_4157","Xenopolyscytalum sp CCF 4157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,-0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopolyscytalum",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4304","Treseder_etal_2016_2512","Xenopolyscytalum_sp_I12F_02273","Xenopolyscytalum sp I12F 02273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402035848020833,0,-0.894427190999916,0,0.402035848020833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xenopolyscytalum",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4305","Treseder_etal_2016_2518","Zalerion_sp_T2N16c","Zalerion sp T2N16c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402035848020833,1.34164078649987,0.804071696041665,0.402035848020833,0.402035848020833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zalerion",NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4306","Treseder_etal_2016_15","Alpova_corsicus","Alpova corsicus","25b47139-fbb5-4268-9081-0f071cf29f77",518392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alpova",NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4307","Treseder_etal_2016_16","Alpova_corsicus","Alpova corsicus","25b47139-fbb5-4268-9081-0f071cf29f77",518392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alpova",NA,NA,NA,NA,NA,NA,NA,NA,"Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4308","Treseder_etal_2016_26","OTUkt4126","OTUkt4126 sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894427190999916,NA,0.894427190999916,0.894427190999916,0.894427190999916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTUkt4126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treseder_etal_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
