"","Organism_uniprot","n_prot","species_name","kingdom","phylum","class","order","family","genus"
"463","Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae)",12974,"Magnaporthe oryzae ","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia"
"464","Magnaporthe oryzae (strain P131) (Rice blast fungus) (Pyricularia oryzae)",12270,"Magnaporthe oryzae ","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia"
"465","Magnaporthiopsis poae (strain ATCC 64411 / 73-15) (Kentucky bluegrass fungus) (Magnaporthe poae)",11902,"Magnaporthiopsis poae ","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis"
"466","Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast)",6321,"Malassezia sympodialis ","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia"
"467","Marssonina brunnea f. sp. multigermtubi (strain MB_m1) (Marssonina leaf spot fungus)",9631,"Marssonina brunnea f. sp. multigermtubi ","Fungi","Ascomycota","Leotiomycetes","Helotiales","Drepanopezizaceae","Drepanopeziza"
"468","Marssonina coronariae",9019,"Marssonina coronariae","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Marssonina"
"469","Massarina eburnea CBS 473.64",12592,"Massarina eburnea CBS 473.64","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Massarina"
"470","Massariosphaeria phaeospora",13665,"Massariosphaeria phaeospora","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,"Massariosphaeria"
"471","Meira miltonrushii",7135,"Meira miltonrushii","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Brachybasidiaceae","Meira"
"472","Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus)",15997,"Melampsora larici-populina ",NA,NA,NA,NA,NA,NA
"473","Melanomma pulvis-pyrius CBS 109.77",15417,"Melanomma pulvis-pyrius CBS 109.77","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Melanomma"
"474","Metarhizium acridum (strain CQMa 102)",9491,"Metarhizium acridum ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"475","Metarhizium album (strain ARSEF 1941)",8078,"Metarhizium album ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"476","Metarhizium anisopliae (strain ARSEF 549)",10458,"Metarhizium anisopliae ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"477","Metarhizium anisopliae BRIP 53293",10988,"Metarhizium anisopliae BRIP 53293","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"478","Metarhizium brunneum",11135,"Metarhizium brunneum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"479","Metarhizium guizhouense (strain ARSEF 977)",11286,"Metarhizium guizhouense ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"480","Metarhizium majus (strain ARSEF 297)",11010,"Metarhizium majus ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"481","Metarhizium rileyi",8599,"Metarhizium rileyi","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"482","Metarhizium rileyi (strain RCEF 4871) (Nomuraea rileyi)",8415,"Metarhizium rileyi ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"483","Metarhizium robertsii",12132,"Metarhizium robertsii","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"484","Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))",11262,"Metarhizium robertsii ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium"
"485","Metschnikowia sp. JCM 33374",6424,"Metschnikowia sp. JCM 33374","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia"
"486","Microbotryum intermedium",7525,"Microbotryum intermedium","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryaceae","Microbotryum"
"487","Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus)",7266,"Microbotryum lychnidis-dioicae ","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryaceae","Microbotryum"
"488","Microbotryum saponariae",9665,"Microbotryum saponariae","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryaceae","Microbotryum"
"489","Microbotryum silenes-dioicae",11616,"Microbotryum silenes-dioicae","Fungi","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryaceae","Microbotryum"
"490","Microdochium bolleyi",12871,"Microdochium bolleyi","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Microdochium"
"491","Microthyrium microscopicum",12196,"Microthyrium microscopicum","Fungi","Ascomycota","Dothideomycetes","Microthyriales","Microthyriaceae","Microthyrium"
"492","Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970)",6371,"Mixia osmundae ","Fungi","Basidiomycota","Mixiomycetes","Mixiales","Mixiaceae","Mixia"
"493","Moelleriella libera RCEF 2490",8145,"Moelleriella libera RCEF 2490","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Moelleriella"
"494","Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis)",18149,"Mollisia scopiformis ","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia"
"495","Monascus purpureus (Red mold) (Monascus anka)",7853,"Monascus purpureus ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Monascus"
"496","Monilinia fructicola (Brown rot fungus) (Ciboria fructicola)",13595,"Monilinia fructicola ","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Monilinia"
"497","Monilinia fructigena",10479,"Monilinia fructigena","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Monilinia"
"498","Monilinia laxa (Brown rot fungus) (Sclerotinia laxa)",12169,"Monilinia laxa ","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Monilinia"
"499","Monilinia vaccinii-corymbosi",9031,"Monilinia vaccinii-corymbosi","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Monilinia"
"500","Moniliophthora perniciosa (strain FA553 / isolate CP02) (Witches'-broom disease fungus) (Marasmius perniciosus)",12901,"Moniliophthora perniciosa ","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Moniliophthora"
"501","Moniliophthora roreri",19155,"Moniliophthora roreri","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Moniliophthora"
"502","Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri)",17628,"Moniliophthora roreri ","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Moniliophthora"
"503","Monosporascus ibericus",10657,"Monosporascus ibericus","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Monosporascus"
"504","Monosporascus sp. 5C6A",12056,"Monosporascus sp. 5C6A","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Monosporascus"
"505","Monosporascus sp. CRB-8-3",11350,"Monosporascus sp. CRB-8-3","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Monosporascus"
"506","Monosporascus sp. CRB-9-2",11553,"Monosporascus sp. CRB-9-2","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Monosporascus"
"507","Monosporascus sp. GIB2",11338,"Monosporascus sp. GIB2","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Monosporascus"
"508","Monosporascus sp. MC13-8B",10271,"Monosporascus sp. MC13-8B","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Monosporascus"
"509","Monosporascus sp. MG133",11110,"Monosporascus sp. MG133","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Monosporascus"
"510","Monosporascus sp. mg162",11416,"Monosporascus sp. mg162","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,"Monosporascus"
"511","Morchella conica CCBAS932",11248,"Morchella conica CCBAS932","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Morchella"
"512","Mucor ambiguus",10841,"Mucor ambiguus","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
"513","Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides)",11800,"Mucor circinelloides f. circinelloides ","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
"514","Mucor lusitanicus CBS 277.49",11365,"Mucor lusitanicus CBS 277.49","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor"
"515","Naematelia encephala",7723,"Naematelia encephala","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Naemateliaceae","Naematelia"
"516","Neocallimastix californiae",18924,"Neocallimastix californiae","Fungi","Chytridiomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Neocallimastix"
"517","Neohortaea acidophila",9583,"Neohortaea acidophila","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Neohortaea"
"518","Neolentinus lepideus HHB14362 ss-1",12840,"Neolentinus lepideus HHB14362 ss-1","Fungi","Basidiomycota","Agaricomycetes","Gloeophyllales","Gloeophyllaceae","Neolentinus"
"519","Neonectria ditissima",12221,"Neonectria ditissima","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neonectria"
"520","Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)",10070,"Neosartorya fischeri ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
"521","Neurospora crassa",13014,"Neurospora crassa","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora"
"522","Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)",9845,"Neurospora crassa ","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora"
"523","Neurospora tetrasperma (strain FGSC 2508 / ATCC MYA-4615 / P0657)",9991,"Neurospora tetrasperma ","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora"
"524","Neurospora tetrasperma (strain FGSC 2509 / P0656)",10789,"Neurospora tetrasperma ","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora"
"525","Oidiodendron maius (strain Zn)",16292,"Oidiodendron maius ","Fungi","Ascomycota","Leotiomycetes",NA,"Myxotrichaceae","Oidiodendron"
"526","Ophiobolus disseminans",15640,"Ophiobolus disseminans","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiobolus"
"527","Ophiocordyceps australis",15473,"Ophiocordyceps australis","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps"
"528","Ophiocordyceps camponoti-leonardi (nom. inval.)",6686,"Ophiocordyceps camponoti-leonardi ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps"
"529","Ophiocordyceps camponoti-rufipedis",7287,"Ophiocordyceps camponoti-rufipedis","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps"
"530","Ophiocordyceps camponoti-saundersi (nom. inval.)",6591,"Ophiocordyceps camponoti-saundersi ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps"
"531","Ophiocordyceps polyrhachis-furcata BCC 54312",9672,"Ophiocordyceps polyrhachis-furcata BCC 54312","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps"
"532","Ophiocordyceps sinensis (strain Co18 / CGMCC 3.14243) (Yarsagumba caterpillar fungus) (Hirsutella sinensis)",6768,"Ophiocordyceps sinensis ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps"
"533","Ophiocordyceps unilateralis (Zombie-ant fungus) (Torrubia unilateralis)",8370,"Ophiocordyceps unilateralis ","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps"
"534","Ophiostoma piceae (strain UAMH 11346) (Sap stain fungus)",8410,"Ophiostoma piceae ","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Ophiostoma"
"535","Orbilia oligospora (Nematode-trapping fungus) (Arthrobotrys oligospora)",54572,"Orbilia oligospora ","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia"
"536","Panaeolus cyanescens",12740,"Panaeolus cyanescens","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Galeropsidaceae","Panaeolus"
"537","Paracoccidioides brasiliensis",14322,"Paracoccidioides brasiliensis","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,"Paracoccidioides"
"538","Paracoccidioides brasiliensis (strain Pb03)",8133,"Paracoccidioides brasiliensis ","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,"Paracoccidioides"
"539","Paracoccidioides brasiliensis (strain Pb18)",8096,"Paracoccidioides brasiliensis ","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,"Paracoccidioides"
"540","Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) (Paracoccidioides brasiliensis)",8797,"Paracoccidioides lutzii ","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,"Paracoccidioides"
"541","Paraphaeosphaeria sporulosa",14398,"Paraphaeosphaeria sporulosa","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria"
"542","Parasitella parasitica",12718,"Parasitella parasitica","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Parasitella"
"543","Paxillus involutus ATCC 200175",11563,"Paxillus involutus ATCC 200175","Fungi","Basidiomycota","Agaricomycetes","Boletales","Paxillaceae","Paxillus"
"544","Paxillus rubicundulus Ve08.2h10",21643,"Paxillus rubicundulus Ve08.2h10","Fungi","Basidiomycota","Agaricomycetes","Boletales","Paxillaceae","Paxillus"
"545","Peltaster fructicola",7799,"Peltaster fructicola","Fungi","Ascomycota","Dothideomycetes",NA,NA,"Peltaster"
"546","Penicilliopsis zonata CBS 506.65",9497,"Penicilliopsis zonata CBS 506.65","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicilliopsis"
"547","Penicillium antarcticum",10999,"Penicillium antarcticum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"548","Penicillium arizonense",11694,"Penicillium arizonense","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"549","Penicillium brasilianum",20755,"Penicillium brasilianum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"550","Penicillium camemberti (strain FM 013)",13949,"Penicillium camemberti ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"551","Penicillium chrysogenum (Penicillium notatum)",11135,"Penicillium chrysogenum ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"552","Penicillium coprophilum",8644,"Penicillium coprophilum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"553","Penicillium decumbens",6927,"Penicillium decumbens","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"554","Penicillium digitatum (Green mold)",8696,"Penicillium digitatum ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"555","Penicillium digitatum (strain Pd1 / CECT 20795) (Green mold)",8666,"Penicillium digitatum ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"556","Penicillium digitatum (strain PHI26 / CECT 20796) (Green mold)",8704,"Penicillium digitatum ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"557","Penicillium expansum (Blue mold rot fungus)",10760,"Penicillium expansum ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"558","Penicillium flavigenum",10528,"Penicillium flavigenum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"559","Penicillium freii",11370,"Penicillium freii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"560","Penicillium italicum (Blue mold)",9562,"Penicillium italicum ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"561","Penicillium nalgiovense",11360,"Penicillium nalgiovense","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"562","Penicillium nordicum",12568,"Penicillium nordicum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"563","Penicillium occitanis (nom. inval.)",10817,"Penicillium occitanis ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"564","Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens)",9648,"Penicillium oxalicum ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"565","Penicillium patulum (Penicillium griseofulvum)",9271,"Penicillium patulum ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"566","Penicillium polonicum",10318,"Penicillium polonicum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"567","Penicillium roqueforti (strain FM164)",11999,"Penicillium roqueforti ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"568","Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)",12224,"Penicillium rubens ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"569","Penicillium solitum",11549,"Penicillium solitum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"570","Penicillium steckii",10054,"Penicillium steckii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"571","Penicillium subrubescens",13661,"Penicillium subrubescens","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"572","Penicillium vulpinum",9862,"Penicillium vulpinum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium"
"573","Peniophora sp. CBMAI 1063",16814,"Peniophora sp. CBMAI 1063","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora"
"574","Peniophora sp. CONT",18531,"Peniophora sp. CONT","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora"
"575","Periconia macrospinosa",18278,"Periconia macrospinosa","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia"
"576","Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)",14924,"Pestalotiopsis fici ","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Pestalotiopsis"
"577","Petromyces alliaceus (Aspergillus alliaceus)",22367,"Petromyces alliaceus ","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
"578","Phaeoacremonium minimum (strain UCR-PA7) (Esca disease fungus) (Togninia minima)",8642,"Phaeoacremonium minimum ","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae","Phaeoacremonium"
"579","Phaeomoniella chlamydospora",6600,"Phaeomoniella chlamydospora","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Phaeomoniella"
"580","Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)",28308,"Phaeosphaeria nodorum ","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora"
"581","Phaffia rhodozyma (Yeast) (Xanthophyllomyces dendrorhous)",6231,"Phaffia rhodozyma ","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Phaffia"
"582","Phanerochaete carnosa (strain HHB-10118-sp) (White-rot fungus) (Peniophora carnosa)",13589,"Phanerochaete carnosa ","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete"
"583","Phellinidium pouzarii",6923,"Phellinidium pouzarii","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinidium"
"584","Phialocephala subalpina",19562,"Phialocephala subalpina","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala"
"585","Phialophora americana",11134,"Phialophora americana","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Phialophora"
"586","Phialophora attinorum",11534,"Phialophora attinorum","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Phialophora"
"587","Phlebiopsis gigantea (strain 11061_1 CR5-6) (White-rot fungus) (Peniophora gigantea)",11533,"Phlebiopsis gigantea ","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phlebiopsis"
"588","Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555)",15936,"Phycomyces blakesleeanus ","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Phycomycetaceae","Phycomyces"
"589","Pichia kudriavzevii (Yeast) (Issatchenkia orientalis)",16568,"Pichia kudriavzevii ","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia"
"590","Pichia sorbitophila (strain ATCC MYA-4447 / BCRC 22081 / CBS 7064 / NBRC 10061 / NRRL Y-12695) (Hybrid yeast)",8562,"Pichia sorbitophila ","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Millerozyma"
"591","Piedraia hortae CBS 480.64",7335,"Piedraia hortae CBS 480.64","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Piedraiaceae","Piedraia"
"592","Piloderma croceum (strain F 1598)",20984,"Piloderma croceum ","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Piloderma"
"593","Piromyces finnis",10096,"Piromyces finnis","Fungi","Chytridiomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Piromyces"
"594","Piromyces sp. (strain E2)",14193,"Piromyces sp. ","Fungi","Chytridiomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Piromyces"
"595","Pisolithus microcarpus 441",20482,"Pisolithus microcarpus 441","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus"
"596","Pisolithus tinctorius Marx 270",22142,"Pisolithus tinctorius Marx 270","Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus"
"597","Plenodomus tracheiphilus IPT5",12815,"Plenodomus tracheiphilus IPT5","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus"
"598","Pleomassaria siparia CBS 279.74",13085,"Pleomassaria siparia CBS 279.74","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomassariaceae","Pleomassaria"
"599","Pleurotus ostreatus PC15",11921,"Pleurotus ostreatus PC15","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus"
"600","Pochonia chlamydosporia 123",10835,"Pochonia chlamydosporia 123","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Pochonia"
"601","Pochonia chlamydosporia 170",13678,"Pochonia chlamydosporia 170","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Pochonia"
"602","Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina)",12207,"Podospora anserina ","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora"
"603","Podospora comata",10053,"Podospora comata","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora"
"604","Polyporus arcularius HHB13444",17180,"Polyporus arcularius HHB13444","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus"
"605","Polyporus brumalis",17878,"Polyporus brumalis","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus"
"606","Polytolypa hystricis UAMH7299",9585,"Polytolypa hystricis UAMH7299","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,"Polytolypa"
"607","Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola)",8787,"Postia placenta ","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Postiaceae","Postia"
"608","Postia placenta MAD-698-R-SB12",12217,"Postia placenta MAD-698-R-SB12","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Postiaceae","Postia"
"609","Powellomyces hirtus",6189,"Powellomyces hirtus","Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces"
"610","Protomyces lactucae-debilis",6542,"Protomyces lactucae-debilis","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Protomycetaceae","Protomyces"
"611","Pseudallescheria apiosperma (Scedosporium apiospermum)",8179,"Pseudallescheria apiosperma ","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium"
"612","Pseudocercospora eumusae",11636,"Pseudocercospora eumusae","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora"
"613","Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis)",12726,"Pseudocercospora fijiensis ","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora"
"614","Pseudocercospora musae",11648,"Pseudocercospora musae","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora"
"615","Pseudogymnoascus destructans",9147,"Pseudogymnoascus destructans","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"616","Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21) (Bat white-nose syndrome fungus) (Geomyces destructans)",8836,"Pseudogymnoascus destructans ","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"617","Pseudogymnoascus sp. 03VT05",9902,"Pseudogymnoascus sp. 03VT05","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
"618","Pseudogymnoascus sp. 05NY08",9929,"Pseudogymnoascus sp. 05NY08","Fungi","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Pseudogymnoascus"
